city,temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,cloud_cover_percent,condition,play_cricket
Mumbai,20.2,80,3.0,4.8,54,Cloudy,No
Hyderabad,32.9,32,1.5,0.4,16,Sunny,Yes
Chennai,19.9,72,14.2,4.3,63,Cloudy,No
Hyderabad,36.2,68,26.9,6.8,87,Rainy,No
Kolkata,34.3,83,7.5,0.0,32,Sunny,Yes
Jaipur,23.9,56,14.8,2.0,39,Sunny,Yes
Mumbai,33.4,31,8.3,0.0,53,Cloudy,Yes
Mumbai,41.3,45,30.0,0.9,54,Cloudy,No
Pune,23.2,59,12.7,9.8,41,Rainy,No
Jaipur,27.3,46,14.1,0.0,50,Cloudy,Yes
Delhi,35.9,40,10.0,0.9,92,Overcast,No
Jaipur,38.4,63,16.3,7.1,78,Rainy,No
Mumbai,36.8,62,27.3,0.1,51,Cloudy,No
Ahmedabad,33.4,38,22.9,2.0,78,Overcast,No
Pune,28.0,59,6.7,2.7,45,Cloudy,Yes
Delhi,29.2,78,24.5,1.0,48,Cloudy,No
Bengaluru,19.6,59,18.3,2.6,72,Cloudy,No
Hyderabad,20.6,63,13.9,1.9,80,Overcast,Yes
Jaipur,27.1,92,6.0,4.3,50,Cloudy,No
Bengaluru,31.9,74,15.2,5.6,38,Rainy,No
Jaipur,31.0,53,7.2,0.0,36,Sunny,Yes
Kolkata,30.5,32,8.3,3.2,87,Overcast,No
Lucknow,31.7,75,20.9,5.4,46,Rainy,No
Chennai,30.5,60,8.9,1.1,50,Cloudy,Yes
Chennai,31.5,47,5.2,1.3,95,Overcast,No
Bengaluru,29.9,75,25.4,0.5,31,Sunny,Yes
Hyderabad,32.1,85,11.2,0.0,0,Sunny,Yes
Hyderabad,43.4,74,11.9,0.0,83,Overcast,Yes
Lucknow,23.0,82,24.2,0.0,19,Sunny,No
Kolkata,28.3,73,18.2,0.0,38,Sunny,Yes
Bengaluru,31.8,85,18.9,12.5,100,Rainy,No
Mumbai,25.9,94,9.5,4.1,54,Cloudy,No
Jaipur,36.9,36,23.3,2.0,71,Cloudy,No
Pune,30.5,65,22.9,0.0,39,Sunny,Yes
Kolkata,28.9,66,21.3,0.0,36,Sunny,Yes
Pune,36.0,57,7.6,0.2,49,Cloudy,Yes
Chennai,33.7,98,2.8,1.4,67,Cloudy,No
Bengaluru,30.4,56,12.3,4.5,83,Overcast,No
Hyderabad,30.8,88,18.7,10.1,100,Rainy,No
Ahmedabad,30.4,82,22.1,0.0,33,Sunny,No
Pune,32.6,63,11.5,3.8,39,Sunny,No
Jaipur,31.9,58,10.4,2.2,59,Cloudy,Yes
Delhi,35.1,51,12.5,2.8,55,Cloudy,No
Jaipur,40.6,57,20.8,5.6,73,Rainy,No
Mumbai,19.7,60,9.8,2.6,66,Cloudy,No
Bengaluru,40.7,83,25.4,3.0,65,Cloudy,No
Ahmedabad,18.5,42,25.3,0.0,34,Sunny,No
Chennai,34.7,58,12.4,0.0,21,Sunny,Yes
Mumbai,29.8,68,7.7,0.0,89,Overcast,Yes
Jaipur,29.6,77,10.7,0.5,34,Sunny,Yes
Lucknow,23.7,85,11.3,0.0,21,Sunny,Yes
Hyderabad,35.2,54,7.6,2.7,66,Cloudy,No
Hyderabad,30.4,78,23.6,1.0,16,Sunny,No
Bengaluru,21.4,84,26.2,0.0,48,Cloudy,No
Chennai,30.9,91,15.7,1.3,71,Cloudy,No
Pune,29.9,64,21.3,2.6,91,Overcast,No
Ahmedabad,40.5,56,26.9,2.7,63,Cloudy,No
Hyderabad,38.0,94,17.7,0.2,89,Overcast,No
Lucknow,33.7,61,26.6,3.5,50,Cloudy,No
Kolkata,21.6,51,19.4,3.5,54,Cloudy,No
Ahmedabad,30.1,64,7.4,0.0,40,Cloudy,Yes
Lucknow,33.3,90,13.6,0.0,21,Sunny,Yes
Ahmedabad,24.2,36,13.1,4.8,80,Overcast,No
Ahmedabad,22.1,40,26.1,0.0,15,Sunny,Yes
Pune,29.1,70,18.3,3.9,75,Overcast,No
Kolkata,30.3,70,18.2,0.0,47,Cloudy,Yes
Delhi,38.4,74,30.2,4.2,52,Cloudy,No
Bengaluru,37.5,53,28.0,0.2,40,Cloudy,No
Chennai,29.0,57,11.7,0.0,34,Sunny,Yes
Hyderabad,25.7,90,6.8,2.1,40,Cloudy,No
Lucknow,29.1,66,10.7,3.9,76,Overcast,No
Lucknow,33.1,36,10.5,0.7,37,Sunny,Yes
Chennai,37.4,42,25.7,0.0,61,Cloudy,No
Mumbai,27.5,73,13.2,1.2,28,Sunny,Yes
Delhi,33.4,33,18.9,3.1,81,Overcast,No
Bengaluru,26.3,63,6.1,3.1,33,Sunny,No
Hyderabad,20.7,43,18.9,0.4,49,Cloudy,Yes
Bengaluru,24.3,44,4.6,2.6,55,Cloudy,Yes
Jaipur,26.7,39,17.7,0.7,67,Cloudy,Yes
Bengaluru,26.1,39,20.8,0.0,61,Cloudy,Yes
Hyderabad,24.1,82,16.5,1.8,47,Cloudy,No
Chennai,28.7,58,10.1,1.2,53,Cloudy,Yes
Delhi,19.2,68,22.7,0.0,47,Cloudy,No
Chennai,41.4,55,27.3,3.4,69,Cloudy,No
Pune,22.2,53,7.7,0.0,78,Overcast,Yes
Hyderabad,22.6,79,9.7,3.7,79,Overcast,No
Lucknow,24.4,49,5.6,0.8,88,Overcast,Yes
Delhi,42.7,73,16.0,2.0,7,Sunny,No
Ahmedabad,39.1,93,17.5,6.2,100,Rainy,No
Lucknow,23.0,83,11.5,4.2,52,Cloudy,No
Mumbai,42.2,42,21.6,1.4,28,Sunny,No
Ahmedabad,37.7,40,15.5,0.0,60,Cloudy,Yes
Mumbai,36.3,77,5.0,0.6,33,Sunny,Yes
Jaipur,30.1,52,13.6,0.0,37,Sunny,Yes
Delhi,29.2,93,12.9,0.5,52,Cloudy,Yes
Kolkata,38.4,33,7.3,0.0,7,Sunny,Yes
Bengaluru,38.4,46,30.3,0.3,51,Cloudy,No
Delhi,24.7,43,6.2,1.8,36,Sunny,Yes
Lucknow,31.2,87,24.1,1.2,65,Cloudy,No
Chennai,35.6,65,3.4,0.7,30,Sunny,Yes
Lucknow,26.6,51,20.9,0.7,45,Cloudy,Yes
Lucknow,19.0,80,15.8,0.2,52,Cloudy,Yes
Hyderabad,29.8,68,9.3,3.1,73,Cloudy,No
Hyderabad,32.6,74,19.4,0.0,24,Sunny,Yes
Lucknow,32.4,91,7.7,0.0,34,Sunny,Yes
Hyderabad,40.3,97,10.2,0.1,79,Overcast,No
Hyderabad,32.9,49,4.5,10.9,88,Rainy,No
Pune,38.7,33,7.7,0.5,77,Overcast,Yes
Delhi,24.1,65,24.1,0.0,43,Cloudy,Yes
Lucknow,18.5,52,18.1,3.4,57,Cloudy,No
Ahmedabad,24.0,94,6.8,0.8,71,Cloudy,Yes
Kolkata,24.8,76,20.3,9.2,95,Rainy,No
Lucknow,21.6,46,11.8,3.0,100,Overcast,No
Ahmedabad,41.5,77,15.9,3.3,46,Cloudy,No
Chennai,32.7,31,24.1,1.2,66,Cloudy,No
Chennai,23.2,30,28.0,0.4,26,Sunny,Yes
Jaipur,29.9,36,34.1,2.7,70,Cloudy,No
Lucknow,24.0,72,13.5,2.1,92,Overcast,No
Lucknow,36.7,36,11.8,2.1,61,Cloudy,No
Hyderabad,23.2,30,8.5,0.6,5,Sunny,Yes
Bengaluru,29.0,85,15.8,0.3,35,Sunny,Yes
Chennai,24.7,37,27.0,0.5,100,Overcast,No
Chennai,27.7,80,13.7,0.9,18,Sunny,Yes
Kolkata,24.1,48,18.7,1.0,45,Cloudy,Yes
Mumbai,34.4,74,20.5,1.1,37,Sunny,No
Hyderabad,19.2,78,10.5,0.4,12,Sunny,Yes
Bengaluru,22.0,72,4.3,3.8,60,Cloudy,No
Lucknow,31.2,94,11.0,0.0,83,Overcast,Yes
Ahmedabad,42.5,51,14.2,0.0,57,Cloudy,Yes
Delhi,23.2,33,13.9,1.3,45,Cloudy,Yes
Jaipur,23.6,75,20.4,0.7,45,Cloudy,Yes
Hyderabad,26.8,46,15.1,0.0,59,Cloudy,Yes
Jaipur,23.5,34,12.8,0.0,60,Cloudy,Yes
Ahmedabad,28.8,57,8.0,9.6,100,Rainy,No
Kolkata,21.0,42,32.7,0.6,30,Sunny,Yes
Bengaluru,38.5,48,7.5,4.7,79,Overcast,No
Lucknow,24.9,97,19.1,0.1,35,Sunny,Yes
Lucknow,20.4,75,8.7,0.3,45,Cloudy,Yes
Delhi,33.4,96,14.8,1.2,59,Cloudy,No
Mumbai,27.8,71,9.5,1.6,51,Cloudy,Yes
Lucknow,31.1,57,7.3,1.3,66,Cloudy,Yes
Mumbai,33.8,39,22.1,0.0,42,Cloudy,Yes
Mumbai,34.2,47,9.0,0.2,72,Cloudy,Yes
Bengaluru,34.7,80,1.7,4.8,55,Cloudy,No
Jaipur,32.7,73,14.4,2.3,35,Sunny,Yes
Lucknow,38.5,67,15.0,6.4,87,Rainy,No
Bengaluru,26.1,72,14.8,2.7,100,Overcast,No
Chennai,24.2,39,13.7,1.5,45,Cloudy,Yes
Chennai,40.2,83,15.2,3.8,76,Overcast,No
Mumbai,31.6,61,5.5,0.8,51,Cloudy,Yes
Delhi,28.1,35,16.1,1.0,13,Sunny,Yes
Delhi,38.4,44,8.9,0.0,57,Cloudy,Yes
Chennai,38.4,91,23.3,0.0,69,Cloudy,No
Mumbai,33.5,73,23.8,4.9,87,Overcast,No
Kolkata,19.0,41,5.7,0.0,28,Sunny,Yes
Ahmedabad,41.7,34,20.5,2.1,56,Cloudy,No
Pune,19.0,78,12.7,2.7,88,Overcast,No
Delhi,42.5,82,11.3,0.0,9,Sunny,No
Chennai,27.9,40,13.1,1.2,69,Cloudy,Yes
Chennai,38.8,50,24.6,3.3,72,Cloudy,No
Delhi,27.7,45,15.8,6.9,86,Rainy,No
Pune,24.0,78,6.5,0.4,46,Cloudy,Yes
Bengaluru,23.0,36,16.1,2.4,48,Cloudy,Yes
Kolkata,22.8,68,7.6,0.0,47,Cloudy,Yes
Jaipur,31.0,38,30.0,4.0,67,Cloudy,No
Mumbai,30.2,87,26.2,2.7,83,Overcast,No
Jaipur,36.8,73,13.0,4.7,36,Sunny,No
Bengaluru,19.5,43,12.3,0.0,36,Sunny,Yes
Hyderabad,31.9,81,12.7,4.9,69,Cloudy,No
Lucknow,27.5,80,10.1,0.0,31,Sunny,Yes
Delhi,28.7,49,16.1,0.0,54,Cloudy,Yes
Bengaluru,28.2,85,11.4,1.1,55,Cloudy,No
Mumbai,30.0,75,2.5,1.3,73,Cloudy,Yes
Kolkata,33.8,86,9.9,3.1,69,Cloudy,No
Bengaluru,28.0,91,4.3,2.0,59,Cloudy,No
Pune,37.4,63,14.6,0.9,29,Sunny,Yes
Delhi,22.6,92,12.8,0.6,52,Cloudy,Yes
Bengaluru,25.5,39,12.2,2.2,87,Overcast,No
Kolkata,34.3,59,3.3,0.1,68,Cloudy,Yes
Kolkata,34.1,42,13.4,11.0,100,Rainy,No
Lucknow,33.9,42,11.0,1.5,74,Cloudy,Yes
Jaipur,31.2,70,19.8,6.2,95,Rainy,No
Kolkata,25.7,68,26.6,7.0,97,Rainy,No
Lucknow,18.0,94,31.5,0.0,23,Sunny,No
Chennai,40.0,64,14.3,0.0,64,Cloudy,Yes
Hyderabad,23.6,59,16.1,0.0,73,Cloudy,Yes
Delhi,25.8,51,8.8,2.4,41,Cloudy,Yes
Hyderabad,38.2,74,6.1,3.6,38,Sunny,No
Bengaluru,19.9,86,18.6,1.7,21,Sunny,No
Jaipur,29.3,34,11.4,1.6,55,Cloudy,Yes
Delhi,27.5,43,6.9,5.2,46,Rainy,No
Mumbai,27.4,91,4.2,3.1,55,Cloudy,No
Bengaluru,35.9,54,7.5,1.2,44,Cloudy,No
Kolkata,35.1,50,4.5,1.6,3,Sunny,No
Bengaluru,32.3,52,20.4,2.2,68,Cloudy,No
Lucknow,37.3,81,14.2,0.4,50,Cloudy,No
Pune,24.7,40,3.1,0.7,86,Overcast,Yes
Mumbai,25.0,39,17.7,8.4,90,Rainy,No
Pune,43.0,92,14.4,1.5,64,Cloudy,No
Lucknow,36.9,57,18.4,0.0,89,Overcast,No
Mumbai,32.6,67,3.3,0.2,78,Overcast,Yes
Kolkata,31.5,42,11.6,0.8,57,Cloudy,Yes
Jaipur,20.8,56,17.1,0.1,46,Cloudy,Yes
Chennai,24.6,35,17.8,0.0,58,Cloudy,Yes
Kolkata,25.3,51,15.0,4.7,75,Overcast,No
Mumbai,28.1,88,21.9,2.2,47,Cloudy,No
Bengaluru,19.2,48,20.1,2.9,73,Cloudy,No
Lucknow,25.5,77,15.0,0.0,26,Sunny,Yes
Bengaluru,30.0,61,11.1,2.2,83,Overcast,Yes
Jaipur,24.6,72,26.1,0.0,52,Cloudy,Yes
Jaipur,29.4,45,11.7,4.7,79,Overcast,No
Bengaluru,33.8,82,15.8,0.0,16,Sunny,Yes
Hyderabad,29.0,49,9.5,0.3,47,Cloudy,Yes
Hyderabad,29.1,56,24.3,0.6,87,Overcast,No
Hyderabad,37.4,71,13.5,5.8,94,Rainy,No
Pune,33.0,70,16.4,0.0,13,Sunny,Yes
Hyderabad,24.9,73,10.0,4.2,100,Overcast,No
Delhi,35.2,79,33.2,0.0,11,Sunny,No
Hyderabad,39.0,45,10.1,1.0,6,Sunny,No
Ahmedabad,29.8,70,12.3,1.9,44,Cloudy,Yes
Ahmedabad,34.8,80,22.6,0.0,88,Overcast,No
Delhi,27.4,30,21.4,2.9,75,Overcast,No
Pune,34.2,44,6.7,0.0,72,Cloudy,Yes
Delhi,23.9,74,19.8,0.2,27,Sunny,Yes
Ahmedabad,26.0,84,6.9,5.7,100,Rainy,No
Pune,30.6,54,15.3,0.0,66,Cloudy,Yes
Jaipur,41.1,40,22.0,1.2,43,Cloudy,No
Mumbai,30.9,62,7.6,5.4,74,Rainy,No
Bengaluru,20.5,95,17.0,0.7,47,Cloudy,Yes
Bengaluru,32.6,35,25.0,1.6,37,Sunny,No
Delhi,33.9,85,12.4,3.1,78,Overcast,No
Hyderabad,32.9,41,3.8,2.3,40,Cloudy,Yes
Pune,30.5,95,31.4,4.5,89,Overcast,No
Hyderabad,36.4,84,14.8,0.4,91,Overcast,No
Mumbai,37.8,70,25.3,0.0,0,Sunny,No
Kolkata,32.0,63,11.3,1.3,38,Sunny,Yes
Delhi,27.1,79,11.1,0.0,74,Cloudy,Yes
Kolkata,17.6,83,12.3,2.2,54,Cloudy,No
Kolkata,39.2,36,2.8,0.0,15,Sunny,Yes
Hyderabad,22.7,85,14.5,0.1,0,Sunny,Yes
Hyderabad,36.0,65,25.3,1.6,67,Cloudy,No
Chennai,24.7,68,11.5,0.0,55,Cloudy,Yes
Bengaluru,34.0,55,18.9,0.6,67,Cloudy,Yes
Mumbai,34.8,67,19.8,4.2,58,Cloudy,No
Chennai,27.6,51,15.6,0.0,66,Cloudy,Yes
Jaipur,26.6,56,31.8,0.4,19,Sunny,Yes
Mumbai,27.3,92,18.0,8.2,100,Rainy,No
Jaipur,30.7,76,25.1,1.7,91,Overcast,No
Mumbai,34.2,84,15.0,0.5,76,Overcast,Yes
Chennai,37.7,38,20.9,1.3,55,Cloudy,No
Lucknow,33.8,88,13.9,0.0,11,Sunny,Yes
Chennai,29.8,54,15.1,1.6,66,Cloudy,Yes
Chennai,36.3,92,2.5,0.3,24,Sunny,No
Lucknow,28.0,87,14.2,0.6,52,Cloudy,Yes
Kolkata,41.3,48,23.8,0.0,24,Sunny,No
Lucknow,35.9,46,17.8,3.9,92,Overcast,No
Ahmedabad,29.2,91,14.0,2.1,30,Sunny,No
Hyderabad,42.8,52,19.0,11.3,84,Rainy,No
Ahmedabad,22.5,47,7.4,1.6,49,Cloudy,Yes
Kolkata,40.3,46,12.1,3.5,76,Overcast,No
Hyderabad,41.8,75,15.6,0.0,49,Cloudy,Yes
Lucknow,27.9,79,5.7,0.4,20,Sunny,Yes
Mumbai,24.2,59,16.7,6.0,93,Rainy,No
Kolkata,30.7,34,18.0,4.9,57,Cloudy,No
Chennai,31.2,44,16.0,0.1,43,Cloudy,Yes
Kolkata,25.0,92,5.8,1.5,21,Sunny,No
Ahmedabad,29.6,77,24.5,0.3,35,Sunny,Yes
Jaipur,41.7,74,9.0,0.1,20,Sunny,Yes
Kolkata,22.2,67,11.6,1.8,34,Sunny,Yes
Ahmedabad,22.3,69,2.7,0.0,31,Sunny,Yes
Pune,29.3,75,10.3,2.8,81,Overcast,Yes
Jaipur,24.9,69,23.5,0.3,34,Sunny,Yes
Lucknow,34.8,30,8.6,0.0,23,Sunny,Yes
Ahmedabad,34.3,73,16.2,0.1,61,Cloudy,Yes
Kolkata,26.0,39,25.2,2.9,66,Cloudy,No
Bengaluru,31.1,94,9.9,15.1,100,Rainy,No
Delhi,40.6,31,18.5,0.2,56,Cloudy,Yes
Delhi,37.6,87,16.0,2.4,74,Cloudy,No
Ahmedabad,22.1,85,9.5,0.3,46,Cloudy,Yes
Lucknow,32.9,47,2.7,0.0,40,Cloudy,Yes
Hyderabad,32.7,69,14.6,1.2,27,Sunny,Yes
Bengaluru,31.5,71,29.6,2.3,52,Cloudy,No
Ahmedabad,30.6,71,32.7,2.8,62,Cloudy,No
Chennai,25.7,94,10.5,0.3,71,Cloudy,Yes
Lucknow,30.2,74,27.0,1.9,54,Cloudy,No
Mumbai,30.0,37,17.5,0.6,55,Cloudy,Yes
Lucknow,33.4,55,8.6,0.6,43,Cloudy,Yes
Jaipur,28.7,41,27.7,0.3,67,Cloudy,Yes
Ahmedabad,41.2,49,7.8,1.4,48,Cloudy,No
Kolkata,33.1,95,17.1,0.0,37,Sunny,Yes
Lucknow,40.2,69,9.5,3.0,87,Overcast,No
Hyderabad,24.8,92,13.2,0.0,24,Sunny,Yes
Pune,26.9,60,0.5,4.1,78,Overcast,No
Bengaluru,37.5,39,7.5,3.6,88,Overcast,No
Lucknow,35.1,30,14.1,3.2,61,Cloudy,No
Chennai,27.0,37,22.8,6.2,96,Rainy,No
Ahmedabad,28.4,93,24.1,4.2,78,Overcast,No
Bengaluru,31.5,75,3.7,3.2,59,Cloudy,No
Jaipur,20.1,94,10.4,1.6,57,Cloudy,No
Bengaluru,22.0,55,2.0,0.3,85,Overcast,Yes
Kolkata,32.1,49,22.2,0.0,29,Sunny,Yes
Pune,32.9,89,22.4,1.5,60,Cloudy,No
Hyderabad,42.8,31,14.0,1.6,37,Sunny,No
Lucknow,28.9,88,9.8,3.7,74,Cloudy,No
Hyderabad,29.1,83,7.9,1.9,62,Cloudy,No
Mumbai,23.8,32,4.7,6.1,100,Rainy,No
Delhi,28.2,33,21.4,0.0,59,Cloudy,Yes
Chennai,23.3,90,10.6,2.5,39,Sunny,No
Delhi,38.3,36,18.0,3.9,83,Overcast,No
Lucknow,23.3,61,12.8,0.0,33,Sunny,Yes
Delhi,31.1,70,6.5,3.2,100,Overcast,No
Kolkata,30.5,52,18.2,1.7,100,Overcast,No
Ahmedabad,24.4,43,4.7,2.7,49,Cloudy,Yes
Mumbai,30.1,83,13.8,4.9,57,Cloudy,No
Ahmedabad,37.9,82,12.5,2.9,65,Cloudy,No
Delhi,26.0,30,19.0,0.0,47,Cloudy,Yes
Delhi,38.6,52,16.7,8.1,100,Rainy,No
Mumbai,21.8,53,16.1,0.0,46,Cloudy,Yes
Hyderabad,34.5,68,22.0,1.1,45,Cloudy,No
Bengaluru,21.9,72,17.6,6.5,100,Rainy,No
Pune,35.9,92,3.2,1.1,27,Sunny,No
Mumbai,19.7,64,6.1,7.3,86,Rainy,No
Delhi,40.6,48,10.0,3.4,93,Overcast,No
Bengaluru,34.2,87,11.1,0.0,23,Sunny,Yes
Jaipur,25.7,90,10.2,0.1,37,Sunny,Yes
Delhi,28.0,37,21.9,4.5,70,Cloudy,No
Lucknow,31.8,36,8.8,1.1,47,Cloudy,Yes
Jaipur,39.1,39,3.6,0.1,18,Sunny,Yes
Kolkata,27.0,56,19.3,1.0,36,Sunny,Yes
Delhi,29.9,49,4.0,9.2,96,Rainy,No
Chennai,32.9,69,17.7,0.0,51,Cloudy,Yes
Chennai,40.2,66,26.9,0.0,75,Overcast,No
Ahmedabad,30.2,78,28.9,0.0,29,Sunny,Yes
Pune,19.3,43,8.6,1.9,57,Cloudy,No
Hyderabad,33.0,69,18.4,0.8,84,Overcast,Yes
Jaipur,38.9,39,20.3,0.0,61,Cloudy,No
Bengaluru,38.3,80,19.6,2.7,99,Overcast,No
Hyderabad,23.6,51,13.0,0.0,43,Cloudy,Yes
Hyderabad,26.1,60,8.8,2.3,59,Cloudy,Yes
Jaipur,36.9,45,13.1,3.1,88,Overcast,No
Lucknow,27.3,86,30.3,1.4,39,Sunny,No
Jaipur,29.1,75,5.5,1.1,47,Cloudy,Yes
Pune,26.3,88,5.7,7.4,72,Rainy,No
Mumbai,29.9,77,12.0,0.1,34,Sunny,Yes
Ahmedabad,24.1,93,20.0,0.1,73,Cloudy,Yes
Chennai,26.5,81,11.0,3.4,98,Overcast,No
Mumbai,36.0,59,22.9,1.9,53,Cloudy,No
Mumbai,25.5,95,21.2,2.4,88,Overcast,No
Hyderabad,30.3,62,26.0,3.6,54,Cloudy,No
Chennai,28.4,69,16.3,2.0,49,Cloudy,Yes
Jaipur,31.2,84,3.5,0.3,56,Cloudy,Yes
Chennai,30.9,60,7.0,4.3,49,Cloudy,No
Kolkata,36.9,59,13.3,0.7,81,Overcast,Yes
Hyderabad,37.3,35,17.7,3.1,63,Cloudy,No
Mumbai,27.5,44,24.6,0.0,24,Sunny,Yes
Bengaluru,36.7,93,15.2,3.5,86,Overcast,No
Chennai,34.2,83,13.5,1.0,38,Sunny,No
Mumbai,32.5,78,21.9,7.1,78,Rainy,No
Delhi,32.0,79,23.3,3.0,51,Cloudy,No
Chennai,22.9,78,3.2,0.0,39,Sunny,Yes
Delhi,40.2,90,5.5,2.2,48,Cloudy,No
Delhi,33.1,94,20.4,1.8,47,Cloudy,No
Pune,27.6,82,15.6,0.8,11,Sunny,Yes
Delhi,27.0,69,19.2,0.0,65,Cloudy,Yes
Mumbai,28.7,81,15.7,3.0,73,Cloudy,No
Delhi,21.3,89,18.4,1.4,83,Overcast,No
Mumbai,35.7,50,20.8,2.9,81,Overcast,No
Lucknow,33.0,80,14.9,2.8,60,Cloudy,Yes
Chennai,28.9,69,16.0,2.6,91,Overcast,No
Mumbai,24.9,45,10.6,0.0,40,Cloudy,Yes
Pune,33.6,45,9.0,0.0,8,Sunny,Yes
Bengaluru,32.0,63,9.1,2.0,58,Cloudy,Yes
Chennai,29.7,51,16.9,0.0,56,Cloudy,Yes
Lucknow,28.9,39,10.3,1.5,75,Overcast,Yes
Lucknow,31.1,87,26.0,0.0,25,Sunny,No
Lucknow,34.5,64,7.2,1.0,38,Sunny,Yes
Mumbai,41.1,48,14.7,1.4,60,Cloudy,No
Chennai,37.3,82,4.7,0.8,33,Sunny,No
Lucknow,40.5,80,15.9,0.4,13,Sunny,Yes
Lucknow,34.1,85,10.1,0.0,96,Overcast,No
Lucknow,25.3,85,21.4,2.1,33,Sunny,No
Kolkata,26.9,84,6.0,0.0,30,Sunny,Yes
Chennai,34.2,59,14.3,2.2,67,Cloudy,Yes
Mumbai,41.7,90,11.5,12.0,90,Rainy,No
Delhi,39.0,44,20.4,1.6,38,Sunny,No
Chennai,36.6,59,15.1,0.0,41,Cloudy,Yes
Bengaluru,32.5,53,9.7,1.9,53,Cloudy,Yes
Pune,34.0,93,7.3,0.0,58,Cloudy,Yes
Jaipur,28.8,60,5.6,3.1,74,Cloudy,No
Chennai,30.5,75,8.3,2.4,54,Cloudy,Yes
Kolkata,30.6,49,15.0,0.0,16,Sunny,Yes
Delhi,33.4,32,8.3,0.0,55,Cloudy,Yes
Lucknow,22.8,30,26.3,4.1,69,Cloudy,No
Kolkata,35.7,49,15.0,0.0,26,Sunny,Yes
Delhi,31.0,76,10.4,0.0,37,Sunny,Yes
Jaipur,25.6,71,10.3,3.7,76,Overcast,No
Mumbai,26.8,73,30.2,1.3,54,Cloudy,No
Lucknow,38.4,30,18.5,0.1,51,Cloudy,Yes
Delhi,35.5,58,15.4,0.0,35,Sunny,Yes
Mumbai,28.3,86,2.0,2.0,36,Sunny,No
Chennai,18.3,78,28.9,3.1,59,Cloudy,No
Mumbai,31.5,60,22.1,2.8,43,Cloudy,No
Delhi,38.3,69,18.6,5.4,66,Rainy,No
Chennai,38.1,62,16.8,0.7,63,Cloudy,Yes
Pune,27.2,75,28.8,0.5,74,Cloudy,Yes
Bengaluru,37.5,34,28.5,1.3,37,Sunny,No
Pune,38.5,55,6.3,0.3,40,Cloudy,Yes
Lucknow,28.3,66,9.9,5.2,69,Rainy,No
Kolkata,35.1,77,3.2,0.6,61,Cloudy,Yes
Pune,24.7,92,3.2,0.0,31,Sunny,Yes
Delhi,26.4,58,13.1,1.8,80,Overcast,Yes
Chennai,39.2,42,15.2,5.8,82,Rainy,No
Kolkata,40.9,92,9.7,2.5,72,Cloudy,No
Hyderabad,24.1,80,25.9,0.0,71,Cloudy,Yes
Lucknow,25.8,82,1.0,5.8,95,Rainy,No
Hyderabad,32.9,58,25.2,1.1,31,Sunny,No
Pune,36.2,64,24.8,0.4,27,Sunny,No
Chennai,33.4,67,8.2,1.2,59,Cloudy,Yes
Mumbai,31.1,73,8.5,1.7,22,Sunny,Yes
Ahmedabad,30.8,40,13.9,1.3,55,Cloudy,Yes
Hyderabad,42.0,73,18.2,1.2,30,Sunny,No
Chennai,35.0,43,17.4,1.5,55,Cloudy,Yes
Mumbai,32.8,46,26.9,0.8,52,Cloudy,Yes
Hyderabad,27.5,75,13.6,0.9,69,Cloudy,Yes
Bengaluru,34.6,87,12.5,2.7,70,Cloudy,No
Lucknow,22.5,93,5.1,3.5,18,Sunny,No
Hyderabad,29.8,70,20.5,2.5,58,Cloudy,No
Kolkata,32.1,72,14.8,0.3,67,Cloudy,Yes
Bengaluru,19.4,87,8.7,2.2,64,Cloudy,No
Kolkata,41.2,89,10.8,0.4,52,Cloudy,No
Bengaluru,27.6,74,26.7,6.6,32,Rainy,No
Mumbai,29.9,59,25.1,3.5,53,Cloudy,No
Lucknow,30.6,49,1.0,2.5,65,Cloudy,Yes
Hyderabad,22.3,83,14.5,6.0,91,Rainy,No
Hyderabad,29.0,46,20.2,9.5,100,Rainy,No
Hyderabad,30.3,53,17.4,0.7,60,Cloudy,Yes
Jaipur,28.8,70,28.9,0.9,65,Cloudy,Yes
Hyderabad,27.6,75,13.0,1.6,44,Cloudy,Yes
Ahmedabad,31.5,54,4.2,2.3,55,Cloudy,Yes
Lucknow,25.9,53,9.0,2.8,49,Cloudy,Yes
Lucknow,38.1,57,8.2,5.0,100,Rainy,No
Jaipur,33.5,67,33.4,1.2,71,Cloudy,No
Lucknow,27.4,84,9.1,0.7,56,Cloudy,Yes
Chennai,30.7,68,14.4,2.3,78,Overcast,Yes
Chennai,32.2,34,25.8,0.0,51,Cloudy,Yes
Pune,27.4,53,17.4,0.0,43,Cloudy,Yes
Hyderabad,27.5,45,11.1,5.1,75,Rainy,No
Lucknow,37.7,85,14.4,2.5,29,Sunny,No
Chennai,35.3,93,12.5,0.0,54,Cloudy,No
Lucknow,22.5,85,16.4,2.2,65,Cloudy,No
Delhi,35.9,66,4.7,1.9,44,Cloudy,No
Hyderabad,36.4,92,3.2,4.0,65,Cloudy,No
Bengaluru,31.3,38,0.4,0.7,48,Cloudy,Yes
Chennai,31.8,95,16.2,0.1,54,Cloudy,Yes
Kolkata,25.9,86,6.7,0.0,56,Cloudy,Yes
Hyderabad,22.7,97,17.4,4.8,62,Cloudy,No
Pune,32.2,80,1.3,2.6,81,Overcast,Yes
Pune,27.1,93,14.0,1.4,53,Cloudy,No
